DATE_TIME,PLANT_ID,SOURCE_KEY,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION
2020-05-15 00:00:00+00:00,4135001,HmiyD2TTLFNqkNe,25.184316133333333,22.8575074,0.0
2020-05-15 00:00:00+00:00,4136001,iq8k7ZNt4Mwm3w0,27.004763700000005,25.0607889,0.0
2020-05-15 00:15:00+00:00,4136001,iq8k7ZNt4Mwm3w0,26.880811433333328,24.421868833333328,0.0
2020-05-15 00:15:00+00:00,4135001,HmiyD2TTLFNqkNe,25.08458866666667,22.761667866666663,0.0
2020-05-15 00:30:00+00:00,4135001,HmiyD2TTLFNqkNe,24.935752600000004,22.59230553333333,0.0
2020-05-15 00:30:00+00:00,4136001,iq8k7ZNt4Mwm3w0,26.682055344827592,24.427290310344823,0.0
2020-05-15 00:45:00+00:00,4135001,HmiyD2TTLFNqkNe,24.8461304,22.36085213333333,0.0
2020-05-15 00:45:00+00:00,4136001,iq8k7ZNt4Mwm3w0,26.500588900000004,24.4206776,0.0
2020-05-15 01:00:00+00:00,4136001,iq8k7ZNt4Mwm3w0,26.596148,25.088210413793107,0.0
2020-05-15 01:00:00+00:00,4135001,HmiyD2TTLFNqkNe,24.621525357142858,22.165422642857145,0.0
2020-05-15 01:15:00+00:00,4136001,iq8k7ZNt4Mwm3w0,26.512740033333333,25.31796966666667,0.0
2020-05-15 01:15:00+00:00,4135001,HmiyD2TTLFNqkNe,24.5360922,21.968570866666667,0.0
2020-05-15 01:30:00+00:00,4136001,iq8k7ZNt4Mwm3w0,26.494338966666664,25.217192533333336,0.0
2020-05-15 01:30:00+00:00,4135001,HmiyD2TTLFNqkNe,24.638673866666664,22.352925666666668,0.0
2020-05-15 01:45:00+00:00,4136001,iq8k7ZNt4Mwm3w0,26.420410206896552,25.065062310344832,0.0
2020-05-15 01:45:00+00:00,4135001,HmiyD2TTLFNqkNe,24.87302233333333,23.1609192,0.0
2020-05-15 02:00:00+00:00,4136001,iq8k7ZNt4Mwm3w0,26.401946133333333,24.691469366666656,0.0
2020-05-15 02:00:00+00:00,4135001,HmiyD2TTLFNqkNe,24.936930466666663,23.026113,0.0
2020-05-15 02:15:00+00:00,4135001,HmiyD2TTLFNqkNe,25.0122476,23.343229266666665,0.0
2020-05-15 02:15:00+00:00,4136001,iq8k7ZNt4Mwm3w0,26.226078206896556,24.55948079310345,0.0
2020-05-15 02:30:00+00:00,4135001,HmiyD2TTLFNqkNe,25.005149333333332,23.639459266666663,0.0
2020-05-15 02:30:00+00:00,4136001,iq8k7ZNt4Mwm3w0,26.2603992,24.482406633333337,0.0
2020-05-15 02:45:00+00:00,4135001,HmiyD2TTLFNqkNe,24.993019533333328,24.0394858,0.0
2020-05-15 02:45:00+00:00,4136001,iq8k7ZNt4Mwm3w0,26.2978261,24.4886982,0.0
2020-05-15 03:00:00+00:00,4135001,HmiyD2TTLFNqkNe,25.016309428571425,24.384135571428573,0.0
2020-05-15 03:00:00+00:00,4136001,iq8k7ZNt4Mwm3w0,26.328249103448275,24.50628962068966,0.0
2020-05-15 03:15:00+00:00,4136001,iq8k7ZNt4Mwm3w0,26.15870973333333,24.595197433333333,0.0
2020-05-15 03:15:00+00:00,4135001,HmiyD2TTLFNqkNe,24.985215266666664,24.35150773333333,0.0
2020-05-15 03:30:00+00:00,4136001,iq8k7ZNt4Mwm3w0,26.078499333333333,24.801314366666663,0.0
2020-05-15 03:30:00+00:00,4135001,HmiyD2TTLFNqkNe,24.93773193333333,24.060296533333336,0.0
2020-05-15 03:45:00+00:00,4135001,HmiyD2TTLFNqkNe,24.87909953333333,23.709794133333336,0.0
2020-05-15 03:45:00+00:00,4136001,iq8k7ZNt4Mwm3w0,26.00130396551724,24.60781744827586,0.0
2020-05-15 04:00:00+00:00,4136001,iq8k7ZNt4Mwm3w0,25.6972106,24.626179,0.0
2020-05-15 04:00:00+00:00,4135001,HmiyD2TTLFNqkNe,24.6789022,22.58994153333333,0.0
2020-05-15 04:15:00+00:00,4136001,iq8k7ZNt4Mwm3w0,25.6277024137931,24.773145068965515,0.0
